Record_number,Biome2,altitude,SOC_content,Outlier,SOC_stock,Ecosystem_type2,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Site.match,Mean.Temp.,delta.Mean.Temp.,Mean.Precip.,delta.Mean.Precip.,Latitude2
1959,Temperate,15,44,0,65,Forest,2001,1,51.25,4.75,51.25 4.75,51.3,4.52,51.3 4.52,2503,16,Temperate,Unmanaged,Evergreen Forest,Evergreen,9.8,750,IRGA,,Mature,462,51.25 4.75,10.73333333,0.023055556,972.2,152.5766666,51.3
1960,Temperate,942.9,44,0,14,Desert,2000,2,36.75,-115.75,36.75 -115.75,36.82,-115.92,36.82 -115.92,2528,965,Temperate,Natural,Desert,Deciduous,13.7,134,Gas Chromatography,,Mature,32,36.75 -115.75,13.7,0.133888889,124.8,-19.68,36.82
1962,Temperate,942.9,83,0,14,Desert,2000,2,36.75,-115.75,36.75 -115.75,36.82,-115.92,36.82 -115.92,2528,965,Temperate,Natural,Desert,Deciduous,13.7,134,Gas Chromatography,,Mature,90,36.75 -115.75,13.7,0.133888889,124.8,-19.68,36.82
1964,Temperate,942.9,83,0,14,Desert,2000,2,36.75,-115.75,36.75 -115.75,36.82,-115.92,36.82 -115.92,2528,965,Temperate,Natural,Desert,Deciduous,13.7,134,Gas Chromatography,,Mature,40,36.75 -115.75,13.7,0.133888889,124.8,-19.68,36.82
1966,Temperate,942.9,14,0,14,Desert,2000,2,36.75,-115.75,36.75 -115.75,36.82,-115.92,36.82 -115.92,2528,965,Temperate,Natural,Desert,,13.7,134,Gas Chromatography,,Mature,61,36.75 -115.75,13.7,0.133888889,124.8,-19.68,36.82
1968,Tropical,54,14,0,76,Forest,2000.5,2,-2.75,-59.75,-62.5,3,-60,-63,2552,50,Tropical,Natural,Evergreen Forest,Evergreen,26.7,2300,IRGA,Subtraction,Mature,984,-63,26.49166667,-0.254722222,2626.4,108.5466667,-3
1969,Tropical,54,14,0,76,Forest,2000.5,2,-2.75,-59.75,-62.5,3,-60,-63,2552,100,Tropical,Natural,Evergreen Forest,Evergreen,26.7,2300,IRGA,Subtraction,Mature,1211,-63,26.49166667,-0.254722222,2626.4,108.5466667,-3
1970,Tropical,54,31,0,76,Forest,2000.5,2,-2.75,-59.75,-62.5,3,-60,-63,2552,150,Tropical,Natural,Evergreen Forest,Evergreen,26.7,2300,IRGA,Subtraction,Mature,1438,-63,26.49166667,-0.254722222,2626.4,108.5466667,-3
1981,Temperate,456.6,31,0,153,Forest,1999.5,3,42.25,-76.25,42.25 -76.25,42.27,-76.47,42.27 -76.47,2590,456.6,Temperate,Natural,Deciduous Forest,Deciduous,8.413888889,1000,IRGA,,Mature,900,42.25 -76.25,8.413888889,0.545555556,967.9666667,-76.74,42.27
1982,Temperate,152.3,31,0,96,Forest,1999.5,3,41.75,-73.75,41.75 -73.75,41.83,-73.75,41.83 -73.75,2590,152.3,Temperate,Natural,Deciduous Forest,Deciduous,9.763888889,980,IRGA,,Mature,738,41.75 -73.75,9.763888889,0.454722222,1119.933333,-5.000000004,41.83
1983,Temperate,456.6,31,0,153,Forest,1999.5,3,42.25,-76.25,42.25 -76.25,42.27,-76.47,42.27 -76.47,2590,456.6,Temperate,Natural,Deciduous Forest,Deciduous,8.413888889,1000,IRGA,,Mature,859,42.25 -76.25,8.413888889,0.545555556,967.9666667,-76.74,42.27
1984,Temperate,152.3,31,0,96,Forest,1999.5,3,41.75,-73.75,41.75 -73.75,41.83,-73.75,41.83 -73.75,2590,152.3,Temperate,Natural,Deciduous Forest,Deciduous,9.763888889,980,IRGA,,Mature,690,41.75 -73.75,9.763888889,0.454722222,1119.933333,-5.000000004,41.83
1985,Tropical,228.8,31,0,268,Others,1996.5,2,19.75,-155.25,19.75 -155.25,19.84,-155.12,19.84 -155.12,2607,350,Tropical,Natural,Others,,21,3600,IRGA,Extraction,Aggrading,2220,19.75 -155.25,17.47083333,0.439166667,4114.1,-448.7466667,19.84
2009,Tropical,37,31,0,66,Forest,2001,1,-1.25,-47.75,-49,1.32,-47.95,-49.27,2809,37,Tropical,Natural,Evergreen Forest,Evergreen,25.5,2539,IRGA,,Aggrading,1593,-49,25.20833333,-0.3375,3535.5,848.5433333,-1.32
2011,Tropical,37,31,0,66,Forest,2002,1,-1.25,-47.75,-49,1.32,-47.95,-49.27,2809,37,Tropical,Natural,Evergreen Forest,Evergreen,25.5,2539,IRGA,,Aggrading,1988,-49,25.68333333,0.1375,2567.5,-119.4566667,-1.32
2015,Temperate,1743,31,0,123,Forest,2002,1.3,47.25,11.25,47.25 11.25,47,11,47 11,2831,1950,Temperate,Natural,Evergreen Forest,Evergreen,2.4,950,IRGA,,Mature,35,47.25 10.75,8.96875,2.05875,954.525,175.2483334,47
2016,Temperate,1303,31,0,193,Grassland,2000,1,36.75,138.25,36.75 138.25,36.52,138.35,36.52 138.35,2842,1300,Temperate,Natural,Grassland,Deciduous,11.30833333,1316.1,IRGA,Extraction,Mature,1387,36.75 138.25,11.30833333,0.0625,1316.1,173.7933334,36.52
2017,Temperate,1303,31,0,193,Grassland,2001,1,36.75,138.25,36.75 138.25,36.52,138.35,36.52 138.35,2842,1300,Temperate,Natural,Grassland,Deciduous,11.24166667,1274.2,IRGA,Extraction,Mature,1408,36.75 138.25,11.24166667,-0.004166667,1274.2,131.8933333,36.52
2018,Temperate,15,31,0,65,Forest,2001,1,51.25,4.75,51.25 4.75,51.3,4.52,51.3 4.52,2844,16,Temperate,Unmanaged,Evergreen Forest,Evergreen,9.8,750,IRGA,,Mature,458,51.25 4.75,10.73333333,0.023055556,972.2,152.5766666,51.3
2019,Temperate,15,31,0,65,Forest,2001,1,51.25,4.75,51.25 4.75,51.3,4.52,51.3 4.52,2844,16,Temperate,Unmanaged,Evergreen Forest,Evergreen,9.8,750,IRGA,,Mature,560,51.25 4.75,10.73333333,0.023055556,972.2,152.5766666,51.3
2020,Temperate,15,31,0,65,Forest,2001,1,51.25,4.75,51.25 4.75,51.3,4.52,51.3 4.52,2844,16,Temperate,Unmanaged,Evergreen Forest,Evergreen,9.8,750,IRGA,,Mature,492,51.25 4.75,10.73333333,0.023055556,972.2,152.5766666,51.3
2021,Temperate,15,31,0,65,Forest,2001,1,51.25,4.75,51.25 4.75,51.3,4.52,51.3 4.52,2844,16,Temperate,Unmanaged,Deciduous Forest,Deciduous,9.8,750,IRGA,,Mature,935,51.25 4.75,10.73333333,0.023055556,972.2,152.5766666,51.3
2022,Temperate,15,31,0,65,Forest,2001,1,51.25,4.75,51.25 4.75,51.3,4.52,51.3 4.52,2844,16,Temperate,Unmanaged,Deciduous Forest,Deciduous,9.8,750,IRGA,,Mature,674,51.25 4.75,10.73333333,0.023055556,972.2,152.5766666,51.3
2023,Temperate,15,31,0,65,Forest,2001,1,51.25,4.75,51.25 4.75,51.3,4.52,51.3 4.52,2844,16,Temperate,Unmanaged,Deciduous Forest,Deciduous,9.8,750,IRGA,,Mature,893,51.25 4.75,10.73333333,0.023055556,972.2,152.5766666,51.3
2026,Temperate,518,31,0,234,Forest,1999.5,1,51.75,9.75,51.75 9.75,51.77,9.58,51.77 9.58,2879,375,Temperate,Managed,Evergreen Forest,Evergreen,7.5,900,Gas Chromatography,Subtraction,Mature,540,51.75 9.75,9.283333333,0.579166667,840.9,17.22666667,51.77
2027,Temperate,518,14,0,234,Forest,1999.5,1,51.75,9.75,51.75 9.75,51.77,9.58,51.77 9.58,2879,375,Temperate,Managed,Evergreen Forest,Evergreen,7.5,900,Gas Chromatography,Subtraction,Mature,570,51.75 9.75,9.283333333,0.579166667,840.9,17.22666667,51.77
2028,Temperate,518,14,0,234,Forest,1999.5,1,51.75,9.75,51.75 9.75,51.77,9.58,51.77 9.58,2879,375,Temperate,Managed,Deciduous Forest,Deciduous,7.5,900,Gas Chromatography,Subtraction,Mature,640,51.75 9.75,9.283333333,0.579166667,840.9,17.22666667,51.77
2029,Temperate,518,14,0,234,Forest,1999.5,1,51.75,9.75,51.75 9.75,51.77,9.58,51.77 9.58,2879,375,Temperate,Managed,Deciduous Forest,Deciduous,7.5,900,Gas Chromatography,Subtraction,Mature,640,51.75 9.75,9.283333333,0.579166667,840.9,17.22666667,51.77
2030,Temperate,518,14,0,234,Forest,2000.5,1,51.75,9.75,51.75 9.75,51.77,9.58,51.77 9.58,2879,375,Temperate,Managed,Evergreen Forest,Evergreen,7.5,900,Gas Chromatography,Subtraction,Mature,550,51.75 9.75,9.575,0.870833333,750,-73.67333333,51.77
2031,Temperate,518,115,0,234,Forest,2000.5,1,51.75,9.75,51.75 9.75,51.77,9.58,51.77 9.58,2879,375,Temperate,Managed,Evergreen Forest,Evergreen,7.5,900,Gas Chromatography,Subtraction,Mature,660,51.75 9.75,9.575,0.870833333,750,-73.67333333,51.77
2032,Temperate,518,115,0,234,Forest,2000.5,1,51.75,9.75,51.75 9.75,51.77,9.58,51.77 9.58,2879,375,Temperate,Managed,Deciduous Forest,Deciduous,7.5,900,Gas Chromatography,Subtraction,Mature,710,51.75 9.75,9.575,0.870833333,750,-73.67333333,51.77
2033,Temperate,518,115,0,234,Forest,2000.5,1,51.75,9.75,51.75 9.75,51.77,9.58,51.77 9.58,2879,375,Temperate,Managed,Deciduous Forest,Deciduous,7.5,900,Gas Chromatography,Subtraction,Mature,770,51.75 9.75,9.575,0.870833333,750,-73.67333333,51.77
2042,Temperate,217,16,0,117,Forest,1999,1,45.75,-84.75,45.75 -84.75,45.59,-84.71,45.59 -84.71,2904,217,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,,Mature,1116,45.75 -84.75,7.475,1.394166667,671.2,-70.83,45.59
2043,Temperate,217,16,0,117,Forest,2000,1,45.75,-84.75,45.75 -84.75,45.59,-84.71,45.59 -84.71,2904,217,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,,Mature,987,45.75 -84.75,7,0.919166667,642.7,-99.33,45.59
2044,Temperate,217,16,0,117,Forest,2001,1,45.75,-84.75,45.75 -84.75,45.59,-84.71,45.59 -84.71,2904,217,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,,Mature,1005,45.75 -84.75,6.108333333,0.0275,570.6,-171.43,45.59
2045,Temperate,217,16,0,117,Forest,2002,1,45.75,-84.75,45.75 -84.75,45.59,-84.71,45.59 -84.71,2904,217,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,,Mature,946,45.75 -84.75,6.825,0.744166667,1039.3,297.27,45.59
2046,Temperate,217,16,0,117,Forest,2003,1,45.75,-84.75,45.75 -84.75,45.59,-84.71,45.59 -84.71,2904,217,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,,Mature,960,45.75 -84.75,5.391666667,-0.689166667,660.9,-81.13,45.59
2048,Temperate,67,16,0,88,Forest,2000.5,1.3,55.25,12.25,55.25 12.25,55,12,55 12,2921,67,Temperate,Natural,Deciduous Forest,Deciduous,7.15,433.05,IRGA,,Aggrading,595,55.25 11.75,7.15,-1.124722222,433.05,-120.0466667,55
2049,Temperate,67,17,0,88,Forest,2000.5,1.3,55.25,12.25,55.25 12.25,55,12,55 12,2921,67,Temperate,Natural,Evergreen Forest,Evergreen,7.15,433.05,IRGA,,Aggrading,646,55.25 11.75,7.15,-1.124722222,433.05,-120.0466667,55
2050,Temperate,597.3,44,0,236,Forest,2000,5,43.75,-71.75,43.75 -71.75,43.93,-71.75,43.93 -71.75,2926,600,Temperate,Natural,Deciduous Forest,Deciduous,6.84,1395,IRGA,Exclusion,Mature,660,43.75 -71.75,6.84,0.581944444,955.98,-93.17666666,43.93
2056,Temperate,384.7,44,0,75,Grassland,1997.5,1,34.75,-120.25,34.75 -120.25,34.7,-120.05,34.7 -120.05,2929,384.7,Mediterranean,Natural,Grassland,Deciduous,22,500,IRGA,,Mature,44,34.75 -120.25,15.93333333,0.751388889,336.8,-31.86,34.7
2057,Temperate,384.7,44,0,75,Grassland,1998.5,1,34.75,-120.25,34.75 -120.25,34.7,-120.05,34.7 -120.05,2929,384.7,Mediterranean,Natural,Grassland,Deciduous,22,500,IRGA,,Mature,15,34.75 -120.25,14.55833333,-0.623611111,663.5,294.84,34.7
2058,Temperate,384.7,44,0,75,Grassland,1999.5,1,34.75,-120.25,34.75 -120.25,34.7,-120.05,34.7 -120.05,2929,384.7,Mediterranean,Natural,Grassland,Deciduous,22,500,IRGA,,Mature,16,34.75 -120.25,14.43333333,-0.748611111,356.8,-11.86,34.7
2067,Temperate,290.3,44,0,240,Forest,2001.5,2,45.25,-123.75,45.25 -123.75,45.1,-123.9,45.1 -123.9,2960,222,Temperate,Natural,Evergreen Forest,Evergreen,10.5,2800,IRGA,,Mature,1805,45.25 -123.75,10.46666667,-0.516666667,1743.5,-269.08,45.1
2069,Temperate,734.1,54,0,142,Forest,2001.5,2,44.25,-122.25,44.25 -122.25,44.25,-122.19,44.25 -122.19,2960,781,Temperate,Natural,Evergreen Forest,Evergreen,8.3,2100,IRGA,,Mature,1232,44.25 -122.25,9.279166667,-0.392777778,1541.3,-350.3166667,44.25
2070,Temperate,62.8,54,0,128,Forest,1999,5,45.25,-68.75,45.25 -68.75,45.2,-68.7,45.2 -68.7,2960,60,Temperate,Natural,Evergreen Forest,Evergreen,5.7,1040,IRGA,,Mature,735,45.25 -68.75,5.3,0.136944444,1023.9,-85.86666667,45.2
2072,Temperate,944.9,54,0,133,Forest,1998,5,44.25,-121.75,44.25 -121.75,44.5,-121.62,44.5 -121.62,2960,1028,Temperate,Natural,Evergreen Forest,Evergreen,8.5,530,IRGA,,Mature,604,44.75 -121.75,5.106666667,-0.217222222,1897.68,400.7566667,44.5
2073,Temperate,1265,54,0,120,Forest,2000,3,44.25,-121.75,44.25 -121.75,44.5,-121.57,44.5 -121.57,2960,1188,Temperate,Natural,Evergreen Forest,Evergreen,7.3,466,IRGA,,Mature,541,44.75 -121.75,4.994444444,-0.329444444,1393.8,-103.1233333,44.5
2074,Temperate,976,54,0,118,Forest,2001.5,2,44.25,-121.75,44.25 -121.75,44.43,-121.63,44.43 -121.63,2960,1060,Temperate,Natural,Evergreen Forest,Evergreen,8,550,IRGA,,Mature,666,44.25 -121.75,3.575,-0.469722222,1173.3,-303.2,44.43
2078,Temperate,510,54,0,193,Forest,1997.5,2,50.25,6.25,50.25 6.25,50.3,6,50.3 6,2960,450,Temperate,Unmanaged,Evergreen Forest,Evergreen,7,1000,IRGA,,Mature,438,50.25 5.75,7.195833333,-0.020555556,1025.15,20.00333333,50.3
2079,Temperate,346,54,0,85,Forest,1999,1,50.25,11.75,50.25 11.75,50.09,11.52,50.09 11.52,2960,772,Temperate,Natural,Evergreen Forest,Evergreen,6,1019,IRGA,,Mature,545,50.25 11.75,6.916666667,-0.414166667,1139.3,306.9533333,50.09
2080,Temperate,340.2,54,0,193,Forest,1998,7,42.75,-72.25,42.75 -72.25,42.54,-72.17,42.54 -72.17,2960,335,Temperate,Natural,Mixed Forest,Mixed,7.9,1066,IRGA,,Mature,750,42.75 -72.25,7.035714286,-0.173730159,1148.271429,-14.7652381,42.54
2081,Temperate,237.5,80,0,110,Forest,1999,3,45.75,-84.75,45.75 -84.75,45.56,-84.71,45.56 -84.71,2960,234,Temperate,Natural,Mixed Forest,Mixed,6.2,750,IRGA,,Mature,1132,45.75 -84.75,7.144444444,1.063611111,647.8,-94.23,45.56
2082,Temperate,515.8,80,0,85,Forest,1998.5,2,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2960,520,Temperate,Natural,Mixed Forest,Mixed,4.8,818,IRGA,,Mature,810,45.75 -90.25,6.483333333,1.275833333,716.35,-69.99333334,45.8
2084,Temperate,308,80,0,78,Forest,1998,5,48.75,7.25,48.75 7.25,48.67,7.08,48.67 7.08,2960,300,Mediterranean,Unmanaged,Deciduous Forest,Deciduous,9.7,950,IRGA,,Mature,611,48.75 7.25,9.283333333,-0.294166667,866.84,15.29666666,48.67
2085,Temperate,510,80,0,193,Forest,1997.5,2,50.25,6.25,50.25 6.25,50.3,6,50.3 6,2960,450,Temperate,Unmanaged,Deciduous Forest,Deciduous,7,1000,IRGA,,Mature,867,50.25 5.75,7.195833333,-0.020555556,1025.15,20.00333333,50.3
2088,Temperate,976.9,80,0,58,Savanna,1999.5,2,44.25,-121.25,44.25 -121.25,44.27,-121.38,44.27 -121.38,2960,945,Temperate,Natural,Savanna,Deciduous,9.295833333,191.5,IRGA,,Mature,181,44.25 -121.25,9.295833333,0.308333333,191.5,-17.79666667,44.27
2091,Temperate,174.8,80,0,61,Savanna,2001.5,2,38.25,-120.75,38.25 -120.75,38.43,-120.97,38.43 -120.97,2960,177,Mediterranean,Natural,Savanna,Deciduous,16.3,559,IRGA,,Mature,488,38.25 -120.75,15.89583333,0.155555556,529.95,-92.66333333,38.43
2097,Tropical,56,83,0,90,Others,2005,1,5.25,-52.75,5.25 -52.75,5.28,-52.91,5.28 -52.91,4230,56,Tropical,Natural,Others,,25.7,3041,IRGA,,Mature,1278,5.25 -52.75,27.16666667,0.354166667,2272.1,-466.4,5.28
2108,Temperate,1519,83,0,99,Grassland,2003.5,2,42.25,1.25,42.25 1.25,42.2,1.45,42.2 1.45,4212,1765,Temperate,Natural,Grassland,Deciduous,6.5,700,IRGA,,Mature,494,42.25 1.25,11.67083333,0.696111111,751.75,61.46,42.2
2115,Temperate,567,12,0,82,Grassland,2003,3,47.25,11.75,47.25 11.75,47.28,11.53,47.28 11.53,4212,1960,Temperate,Natural,Grassland,Deciduous,3,1097,IRGA,,Mature,729,47.25 11.75,3.188888889,-0.078333333,992.1,-33.64333333,47.28
2116,Temperate,1394,12,0,165,Grassland,2003,1,47.75,12.75,47.75 12.75,47.62,12.58,47.62 12.58,4212,620,Temperate,Natural,Grassland,Deciduous,8.3,1665,IRGA,,Mature,1378,47.75 12.75,8.075,0.718611111,2080.8,121.47,47.62
2117,Temperate,1394,12,0,165,Grassland,2003,1,47.75,12.75,47.75 12.75,47.62,12.58,47.62 12.58,4212,620,Temperate,Natural,Grassland,Deciduous,8.3,1665,IRGA,,Mature,907,47.75 12.75,8.075,0.718611111,2080.8,121.47,47.62
2124,Temperate,371,72,0,215,Grassland,2003.5,2,55.75,-3.25,55.75 -3.25,55.79,-3.4,55.79 -3.4,4212,270,Temperate,Natural,Grassland,Deciduous,8,970,IRGA,,Mature,529,55.75 -3.25,8.025,0.441944444,818.9,-119.28,55.79
2126,Boreal,448,72,0,206,Grassland,2002.5,2,67.75,29.75,67.75 29.75,67.72,29.6,67.72 29.6,4212,480,Boreal,Natural,Grassland,Deciduous,-1,500,IRGA,,Mature,58,67.75 29.75,-0.391666667,-0.350277778,575.6,-6.003333336,67.72
2131,Temperate,3237.4,72,0,122,Forest,1995,2.5,40.25,-105.75,40.25 -105.75,40.3,-105.67,40.3 -105.67,4192,3200,Temperate,Natural,Evergreen Forest,Evergreen,-1.77,1000,IRGA,,Mature,1642,40.25 -105.75,-1.77,-1.608333333,626.04,64.05,40.3
2132,Temperate,3237.4,71,0,122,Wetland,1995,2.5,40.25,-105.75,40.25 -105.75,40.3,-105.67,40.3 -105.67,4192,3200,Temperate,Natural,Wetland,Deciduous,-1.77,1000,IRGA,,Mature,1794,40.25 -105.75,-1.77,-1.608333333,626.04,64.05,40.3
2133,Temperate,3237.4,71,0,122,Wetland,1995,2.5,40.25,-105.75,40.25 -105.75,40.3,-105.67,40.3 -105.67,4192,3200,Temperate,Natural,Wetland,Deciduous,-1.77,1000,IRGA,,Mature,1118,40.25 -105.75,-1.77,-1.608333333,626.04,64.05,40.3
2134,Temperate,1355,71,0,269,Forest,2000.5,2,36.25,137.25,36.25 137.25,36.13,137.43,36.13 137.43,3017,1430,Temperate,Natural,Deciduous Forest,Deciduous,6.1,2175,IRGA,Exclusion,Aggrading,1060,36.25 137.25,10.34166667,0.095833333,1737.05,-23.04333334,36.13
2141,Temperate,308,104,0,78,Forest,2002,1,48.75,7.25,48.75 7.25,48.67,7.08,48.67 7.08,3068,305,Temperate,Natural,Deciduous Forest,Deciduous,10.5,1150,IRGA,,Aggrading,980,48.75 7.25,9.825,0.2475,896.9,45.35666666,48.67
2142,Tropical,9,104,0,485,Forest,2002.5,1,2.75,111.75,2.75 111.75,2.82,111.85,2.82 111.85,3045,9,Tropical,Natural,Evergreen Forest,Evergreen,27.025,2163,IRGA,,Mature,2130,2.75 111.75,27.025,0.122222222,3481.9,3.69,2.82
2143,Tropical,8,104,0,461,Forest,2002.5,1,2.75,111.75,2.75 111.75,2.78,111.83,2.78 111.83,3045,8,Tropical,Managed,Evergreen Forest,Evergreen,27.025,2928,IRGA,,Aggrading,1110,2.75 111.75,27.025,0.122222222,3481.9,3.69,2.78
2154,Temperate,1302,52,0,265,Forest,2000.5,4,36.25,137.25,36.25 137.25,36.13,137.42,36.13 137.42,3052,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,,Mature,726,36.25 137.25,10.43541667,0.189583333,1757.525,-2.568333336,36.13
2155,Temperate,1302,52,0,265,Forest,1999,1,36.25,137.25,36.25 137.25,36.13,137.42,36.13 137.42,3052,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,,Mature,906,36.25 137.25,10.55833333,0.3125,2039.2,279.1066667,36.13
2156,Temperate,1302,52,0,265,Forest,2000,1,36.25,137.25,36.25 137.25,36.13,137.42,36.13 137.42,3052,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,,Mature,821,36.25 137.25,10.28333333,0.0375,1766.3,6.206666664,36.13
2157,Temperate,1302,14,0,265,Forest,2001,1,36.25,137.25,36.25 137.25,36.13,137.42,36.13 137.42,3052,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,,Mature,870,36.25 137.25,10.4,0.154166667,1707.8,-52.29333334,36.13
2158,Temperate,1302,17,0,265,Forest,2002,1,36.25,137.25,36.25 137.25,36.13,137.42,36.13 137.42,3052,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,,Mature,817,36.25 137.25,10.5,0.254166667,1516.8,-243.2933333,36.13
2162,Temperate,1528.7,13,0,55,Grassland,2001,1,40.75,-105.25,40.75 -105.25,40.6,-105.1,40.6 -105.1,2988,1557,Temperate,Natural,Grassland,Deciduous,8.9,385,IRGA,,Mature,800,40.75 -105.25,8.641666667,-0.339444444,402.1,-11.02,40.6
2163,Temperate,515.8,13,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Mature,893,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2164,Temperate,515.8,28,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Mature,988,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2165,Temperate,515.8,28,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Mature,1065,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2166,Temperate,515.8,28,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Mature,1143,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2167,Temperate,515.8,28,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Mature,992,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2168,Temperate,515.8,28,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Mature,908,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2169,Temperate,515.8,24,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Mature,906,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2170,Temperate,515.8,43,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Mature,857,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2171,Temperate,515.8,36,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Mature,891,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2172,Temperate,515.8,60,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Mature,926,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2173,Temperate,515.8,49,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Aggrading,918,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2174,Temperate,515.8,35,0,85,Forest,1998,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.558333333,812,IRGA,,Aggrading,1011,45.75 -90.25,6.558333333,1.350833333,812,25.65666667,45.8
2175,Temperate,515.8,52,0,85,Forest,1999,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.408333333,620.7,IRGA,,Mature,1004,45.75 -90.25,6.408333333,1.200833333,620.7,-165.6433333,45.8
2176,Temperate,515.8,86,0,85,Forest,1999,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.408333333,620.7,IRGA,,Mature,1137,45.75 -90.25,6.408333333,1.200833333,620.7,-165.6433333,45.8
2177,Temperate,515.8,78,0,85,Forest,1999,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.408333333,620.7,IRGA,,Mature,1265,45.75 -90.25,6.408333333,1.200833333,620.7,-165.6433333,45.8
2178,Temperate,515.8,69,0,85,Forest,1999,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.408333333,620.7,IRGA,,Mature,1357,45.75 -90.25,6.408333333,1.200833333,620.7,-165.6433333,45.8
2179,Temperate,515.8,31,0,85,Forest,1999,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,3039,515.8,Temperate,Natural,Deciduous Forest,Deciduous,6.408333333,620.7,IRGA,,Mature,1173,45.75 -90.25,6.408333333,1.200833333,620.7,-165.6433333,45.8
